,text,labels
38,the us has added the highest number of new daily covid19 deaths since the pandemic began with more than 2900 reported so far today according to data from johns hopkins university the us is currently averaging 2230 new deaths per day,ESFJ
39,the us food and drug administration has granted an emergency use authorization for the first nonprescription overthecounter covid19 test kit for athome use,ESFJ
40,a growing number of senate republicans are ready to publicly acknowledge whats been widely known for weeks but what theyve refused to say  joe biden won the presidency and will be sworn in on january 20,ESFJ
41,the us food and drug administrations vaccine advisers will discuss emergency use authorization for pfizer and biontechs coronavirus vaccine during a meeting on thursday,ESFJ
42,honeybees in vietnam collect animal poop and put it around the entrances of their nests in an effort to protect them from fatal murder hornet raids researchers have found,ESFJ
43,house minority leader kevin mccarthy is positioned to matter more over the next two years than at any time since he entered gop leadership  analysis by,ESFJ
44,jeff gerson was diagnosed with covid19 and put on a ventilator this spring when he awoke one of his first thoughts was that he wanted to thank the people who saved his lifeso he spent five months doing just that he says the list was 116 people long,ESFJ
45,my sister iwe miss you    justiceforerickaweems,ESFJ
46,his teacher shared travone went up on his iready reading diagnostic helps his little brother with his virtual learn,ESFJ
47,my promise is to never give up no matter what 4th grader travone earned a special shout out from his teachers fo,ESFJ
48,its been at the top of many since its debut     ipromise,ESFJ
49,thank you     wearefamily,ESFJ
50,absolutely raise a glass    thank you all  allforthepack  lobos1707partner,ESFJ
51,you should   would be dope,ESFJ
52,thank you captain aka legend   means a lot coming from you,ESFJ
53,lil bro youre a savage    thats all i wanted lol,ESFJ
54,facts  browns,ESFJ
55,georgia   today  is the deadline to register to vote in the runoff served a sentence  you can vote turn 18 by,ESFJ
56,you already know  love to see and witness  it,ESFJ
57,throw the powder  up   keep going my  irishbrother  justakidfromakron,ESFJ
58,beauty in simplicity,ESFJ
59,our farmers are indias food soldiers their fears need to be allayed their hopes need to be met as a thriving democracy we must ensure that this crises is resolved sooner than later,ESFJ
60,congratulations  youre an outstanding role model,ESFJ
61,how to be a hero  are you in  we can be heroes  directed by robert rodriguez is now coming to netflix globally this christmas wecanbeheroes yayagosselin22,ESFJ
62,power comes in all sizes and it arrives on christmas day  these amazing kids have a secret weapon  teamwork  it brought a different energy on set and is the life of this film so while you wait for santa its time to sit back and let these incredible kids show you 12,ESFJ
63,blown away by s firstever kid of the year gitanjali rao  only 15 years old amp tackling issues ranging from contaminated drinking water to opioid addiction amp cyber bullyingthank you gitanjali for leading the way for the next,ESFJ
64,thank you for tonights amazing look i cant wait to see all the bright places your career takes you  and a special thank you to  for introducing me to this supremely talented human 33,ESFJ
65,changing the way south asians in the industry are perceived not to mention he opens up his studio space in london to south asian design students who are struggling to find a place to create  23,ESFJ
66,one of my priorities as the bfc ambassador for positive change is to celebrate the extraordinary talent of south asian designers tonight im wearing  a south asian born designer who is breaking stereotypes pushing for more sustainable fashion and 13,ESFJ
67,congratulations    emergencydesignernetwork  kennethize and  halpernstudio and to all the honourees tonight fashionawards33,ESFJ
68,their innovation has made a huge impact on sustaining local livelihoods in light of the pandemic amp theyve not only inspired us to take immediate action on important issues but theyve also shown us whats possible when you combine compassion amp creativity to help others 23,ESFJ
69,i was honoured to present the community award tonight at the fashion awards such a well deserved celebration of 5 outstanding individuals and their work within their communities 13,ESFJ
70,wiping tears  absolutely love this youre the best,ESFJ
71,if you want to join our girl group you have to know the lyrics  check out the oh santa  lyric video on my youtube page,ESFJ
72,yes my eyes are misty because i cant even believe  brought this song back and did the first ever tv performance of it  bravo   beautiful  love you billy,ESFJ
73,nobody does it like the lambily    thank you for this video,ESFJ
74,waking up is hard to do lol but this news is a ray of christmas sunshine,ESFJ
75,i love your job and i love this article so much     whats on your agenda for 2021,ESFJ
76,up early a rare occurrence and just read this incredible article thank you for taking the time to write such an insightful piece reading this is helping me on my way to phase two for mc and family aka total immersion in the christmas spirit,ESFJ
77,two of my alltime favorites  still trying to wrap my head around this moment,ESFJ
78,on christmas we wear red,ESFJ
79,in 100 countries s  mariahsmagicalchristmas special has topped the apple tv+ charts,ESFJ
80,thank you for having me   watch the interview here,ESFJ
81,we did it joe,ESFJ
82,the love be fake but the obsession be real,ESFJ
83,spotifywrapped2020,ESFJ
84,top 9 hip hop amp rampb artists of the decade   barbz,ESFJ
85,congratulations   parthivpatel on a very good career your determination to continue to work hard and dream big despite many challenges was fantastic and i wish the best for you in the future happy retirement nikke,ESFJ
86,9 years ago on this day   became the second player after  to score a double century in odis,ESFJ
87,zabardast hitting by  wonderful start from  and    and a sensational bowling spell from   and india seal the t20 series with a game to go maza aa gaya,ESFJ
88,todays date 612 half dozen  one dozen and a day when nearly a dozen really wonderful cricketers were bornhappy birthday to          have a great life ahead boys,ESFJ
89,आदरणय  ददइस बर सरद न कई दशक क रकरड तड दय ह यद आपक और आपक सभ followers क सथ,ESFJ
90,many many happy returns of the day to a ever smiling guy i admire a lot    sasural mein khoob khoob run banao baaki matches mein bhi aur har khushi manaao may you get to have many more celebrations  itni ki jaanghein laal ho jaayein,ESFJ
91,many more happy returns of the day to one of indias best one day bowler have a great one,ESFJ
92,incredible assault 11 years ago on this day  scored 293 of 254 balls against sl at mumbai  narrowly,ESFJ
93,i have worked closely with secretarydesignate lloyd austin he is the definition of duty honor and country i know that under his leadership the department of defense will advance the security of the american people in ways that always honor our highest values and ideals,ESFJ
94,secretarydesignate lloyd austin is feared by our adversaries respected by our allies and beloved by the men and women of americas armed forcesi am honored to nominate him as the 28th secretary of defense,ESFJ
95,our national security team will be relentless in keeping our country safe with a vision on how to tackle the most pressi,ESFJ
96,this pandemic is one of the toughest challenges america has ever facedbut i know that together we will overcome  and heal  as one nation,ESFJ
97,throughout his lifetime of dedicated service general austin has demonstrated exemplary leadership character and command tune in as i introduce my nominee for secretary of defense,ESFJ
98,this health team is made up of worldclass experts at the top of their fields who are ready on day one to get the pandemic under control so we can get back to work back to our lives and back to our loved ones,ESFJ
99,on day one ill sign an executive order to require masks everywhere i can,ESFJ
100,out of our collective pain we will find our collective purpose  to control the pandemic to save lives and to heal as a nation,ESFJ
101,dr fauci is trusted a truth teller and a patriot im grateful hell be a key member of my covid team as we work to get this virus under control,ESFJ
102,today im announcing key covid19 priorities for the first 100 days of my administration  everyone wears a mask 100 million vaccinations reopen the majority of schoolswith these steps we can change the course of the disease and change life in america for the better,ESFJ
103,i know general austin i trust him because i know how he reacts under pressurewhen isis emerged as a terrorist threat president obama and i turned to general austin in the situation room and he led us throughnow i turn to him again as secretary of defense,ESFJ
104,in the many hours weve spent together in the situation room and with our troopsive witnessed general austins character he shares my belief that we are strongest when we lead not only by the example of our power but by the power of our example,ESFJ
